WS/48,Stats/M
1.0,1.0
0.3431952662721893,0.6726118706918125
0.6627218934911243,0.6612261355729308
0.7988165680473374,0.7748899706556736
0.6153846153846154,0.6845671158066196
0.47928994082840237,0.5510713874030657
0.01183431952662728,0.4851331983529359
0.4201183431952664,0.6491070819209683
0.3846153846153846,0.7518356007006848
0.4023668639053255,0.5418681356278925
0.24852071005917165,0.33984260842326663
0.5207100591715978,0.4671866973280763
0.20710059171597628,0.3531932674135221
0.0,0.30444444468403886
0.2840236686390534,0.0
0.023668639053254448,0.17146522224431893
0.5590551181102362,0.548004094631483
0.6377952755905513,0.6339217235306702
0.9921259842519686,0.9999999999999998
0.5275590551181103,0.7811538884957143
0.44881889763779526,0.6422547770700635
0.5511811023622047,0.6253042552853529
0.7716535433070867,0.6595807240093483
0.24409448818897628,0.31725922606663914
0.6062992125984253,0.5734337283727593
1.0,0.42267515923566856
0.7244094488188976,0.2814014406242702
0.7007874015748031,0.5282172022653977
0.3228346456692913,0.4956501843781431
0.141732283464567,0.5588479576639094
0.0,0.08965074309978749
0.40944881889763785,0.0
0.7637795275590552,0.23179238286362458
0.9732620320855614,0.8183296089314576
0.34759358288770065,0.4440866486278181
1.0,1.0
0.6096256684491979,0.7606390813596393
0.6631016042780749,0.594380167957353
0.5775401069518717,0.4847535485405059
0.6684491978609626,0.8104826429138758
0.786096256684492,0.5943006182380215
0.27272727272727276,0.6353655668301859
0.6149732620320856,0.11280214971805225
0.5989304812834224,0.5469990654838839
0.6363636363636365,0.7078284849488483
0.0,0.6431592656725849
0.4919786096256685,0.30888021042725744
0.15508021390374332,0.44046686019443304
0.2032085561497326,0.0
0.7540106951871657,0.4717318978653342
0.5561497326203209,0.24233107226174866
0.8962962962962961,0.8459224270029382
0.7259259259259259,0.8655753359252434
0.6148148148148147,0.8277574385941553
1.0,1.0
0.911111111111111,0.9995615188985352
0.0,0.48440688982775404
0.9037037037037037,0.6803513245502195
0.36296296296296293,0.0
0.4074074074074072,0.544006854374095
0.0,0.7525257520735891
0.022222222222222254,0.2797217106609369
0.585185185185185,0.33257665537213477
0.2222222222222221,0.6577404442439949
1.0,0.9999999999999998
0.8814432989690721,0.8695753554791279
0.39690721649484534,0.5612941922973096
0.6185567010309279,0.21366594360086788
0.6804123711340206,0.5126521405165192
0.5876288659793814,0.6990758174910068
0.422680412371134,0.0
0.324742268041237,0.34765333821021716
0.0,0.282239961087815
0.6546391752577319,0.3638949045995836
0.2835051546391753,0.4185173106898079
0.5773195876288659,0.44021788455421906
0.5876288659793814,0.27617783576410937
0.10309278350515466,0.25877412754541074
0.6391752577319587,0.38530595508929966
0.3917525773195876,0.14872012301100757
0.653846153846154,0.48439771500408324
0.7153846153846153,0.9480811936529401
1.0,0.8169389778916165
0.9769230769230768,0.9104043690464025
0.13846153846153864,0.7987118571626675
0.653846153846154,0.7737977277564143
0.4769230769230768,0.619805553034011
0.4538461538461538,0.6714938365321532
0.9615384615384615,0.8339682955335848
0.3846153846153848,0.33704651549433584
1.0,1.0
0.39230769230769247,0.47715933628677787
0.3153846153846154,0.6152380653478451
0.0,0.0
0.15384615384615397,0.38723258648240555
0.5615384615384615,0.5155920106003993
0.427272727272727,0.39023482048055325
0.6090909090909089,0.8629333287839476
1.0,0.6519736802041272
0.5363636363636362,1.0
0.8090909090909091,0.019681006613492258
0.6727272727272724,0.7976333054830906
0.5818181818181816,0.6127479994317904
0.19999999999999973,0.5625137511000871
0.036363636363636376,0.0
0.0,0.6704868756089812
0.4454545454545451,0.3756124311284852
1.0,0.7849211245263068
0.6666666666666665,0.5412743406488749
0.5031446540880502,0.8827497377729632
0.6981132075471697,0.8760144852063423
0.5471698113207546,0.7046854688173023
0.2767295597484276,0.8038607403920914
0.3459119496855345,0.5384051394098104
0.3647798742138364,0.699950244746248
0.4150943396226414,0.7934161508402053
0.32704402515723263,0.816033129354166
0.6100628930817609,0.0
0.0,0.5905725841787315
0.6289308176100628,1.0
0.5157232704402515,0.647295164511088
0.1320754716981133,0.7673900244408065
0.12578616352201266,0.5926530605111835
0.4150943396226414,0.2291815525621823
0.5502958579881656,0.7489860733271778
1.0,0.6570902619982102
0.8875739644970415,0.6299296017838814
0.7514792899408285,1.0000000000000002
0.5029585798816569,0.6303125509687273
0.8698224852071008,0.8840428730990648
0.5088757396449706,0.6777555682467165
0.0,0.3358053441791309
0.3905325443786982,0.3858244407332976
0.6923076923076925,0.49909338286558635
0.63905325443787,0.6211490920532181
0.36686390532544366,0.2906038244965605
0.14792899408284033,0.6612421761086813
0.3431952662721893,0.6168444747359534
0.17159763313609455,0.2799854494367928
0.544378698224852,0.19097231612443788
0.23668639053254437,0.0
1.0,1.0
0.2727272727272725,0.6545566946784507
0.4415584415584415,0.943632960479436
0.4545454545454546,0.7380911334225142
0.831168831168831,0.699473971009422
0.06493506493506462,0.0
0.0,0.046757561967172734
0.025974025974025983,0.38851487241520033
0.38311688311688297,0.24524770721213995
0.045454545454545414,0.5052152543915538
0.1753246753246751,0.6104301846881892
0.20779220779220764,0.4738704724631271
1.0,1.0
0.7252252252252251,0.6453307557196117
0.37387387387387394,0.4659699138710316
0.6576576576576576,0.5984739530066139
0.6621621621621623,0.7350293035456414
0.3063063063063063,0.5345209545933858
0.5270270270270271,0.42893948924393
0.45495495495495497,0.34052258452512785
0.4504504504504504,0.3004263971435792
0.46846846846846846,0.44156497672663253
0.6261261261261262,0.29309452287952453
0.472972972972973,0.11528313379022892
